source_path,start_frame,end_frame,new_name
./pose_data/KIT/3/throw_right04_poses.npy,0,120,002248.npy
./pose_data/BMLmovi/Subject_65_F_MoSh/Subject_65_F_8_poses.npy,0,63,002249.npy
./pose_data/humanact12/humanact12/P11G01R04F1588T1643A0603.npy,0,-1,002250.npy
./pose_data/BMLmovi/Subject_55_F_MoSh/Subject_55_F_16_poses.npy,3,203,002251.npy
./pose_data/BMLmovi/Subject_54_F_MoSh/Subject_54_F_19_poses.npy,0,189,002252.npy
./pose_data/CMU/114/114_08_poses.npy,12,212,002253.npy
./pose_data/Eyes_Japan_Dataset/takiguchi/throw_toss-13-pass to right light-takiguchi_poses.npy,22,222,002254.npy
./pose_data/MPI_Limits/03099/lar1_poses.npy,417,617,002255.npy
./pose_data/CMU/106/106_22_poses.npy,0,66,002256.npy
./pose_data/Eyes_Japan_Dataset/kanno/pose-09-pray buddhism-kanno_poses.npy,12,212,002257.npy
./pose_data/KIT/1346/Experiment3_subject1346_wash_back_position_horizontal_01_poses.npy,395,595,002258.npy
./pose_data/KIT/572/guitar_left16_poses.npy,0,147,002259.npy
./pose_data/BMLmovi/Subject_9_F_MoSh/Subject_9_F_3_poses.npy,0,92,002260.npy
./pose_data/Eyes_Japan_Dataset/kawaguchi/greeting-09-certificate-kawaguchi_poses.npy,21,210,002261.npy
./pose_data/SFU/0012/0012_SpeedVault002_poses.npy,0,50,002262.npy
./pose_data/humanact12/humanact12/P03G01R01F0453T0622A0201.npy,0,-1,002263.npy
./pose_data/KIT/987/Experiment3a_06_poses.npy,6,206,002264.npy
./pose_data/CMU/91/91_29_poses.npy,11,211,002265.npy
./pose_data/KIT/3/slope_down10_poses.npy,0,97,002266.npy
./pose_data/BMLmovi/Subject_31_F_MoSh/Subject_31_F_5_poses.npy,0,104,002267.npy
./pose_data/KIT/379/push_recovery_left03_poses.npy,0,121,002268.npy
./pose_data/MPI_HDM05/mm/HDM_mm_03-02_02_120_poses.npy,111,311,002269.npy
./pose_data/KIT/1346/Experiment3_subject1346_random_02_poses.npy,131,313,002270.npy
./pose_data/BMLmovi/Subject_71_F_MoSh/Subject_71_F_15_poses.npy,0,65,002271.npy
./pose_data/Eyes_Japan_Dataset/takiguchi/throw_toss-13-pass to right light-takiguchi_poses.npy,144,344,002272.npy
./pose_data/CMU/75/75_09_poses.npy,0,124,002273.npy
./pose_data/KIT/1747/displace_tilt_side_17_poses.npy,1,201,002274.npy
./pose_data/HumanEva/S3/Static_poses.npy,0,60,002275.npy
./pose_data/BioMotionLab_NTroje/rub061/0015_sitting1_poses.npy,0,190,002276.npy
./pose_data/HumanEva/S3/Walking_3_poses.npy,28,228,002277.npy
./pose_data/BMLmovi/Subject_44_F_MoSh/Subject_44_F_5_poses.npy,0,66,002278.npy
./pose_data/Eyes_Japan_Dataset/ichige/soccer-28-pk feint-ichige_poses.npy,2,202,002279.npy
./pose_data/KIT/1226/Trial_45_poses.npy,0,120,002280.npy
./pose_data/CMU/30/30_11_poses.npy,1142,1342,002281.npy
./pose_data/CMU/62/62_23_poses.npy,74,274,002282.npy
./pose_data/KIT/3/kneel_down_with_left_hand03_poses.npy,0,179,002283.npy
./pose_data/CMU/26/26_05_poses.npy,106,306,002284.npy
./pose_data/BMLmovi/Subject_1_F_MoSh/Subject_1_F_12_poses.npy,0,90,002285.npy
./pose_data/Eyes_Japan_Dataset/kanno/gesture_etc-41-mosh-kanno_poses.npy,214,414,002286.npy
./pose_data/KIT/424/turn_right03_poses.npy,0,113,002287.npy
./pose_data/KIT/291/push_recovery_back04_poses.npy,0,151,002288.npy
./pose_data/Eyes_Japan_Dataset/shiono/gesture_etc-24-matrix-shiono_poses.npy,15,215,002289.npy
./pose_data/KIT/883/wipe_head_vertical01_poses.npy,10,210,002290.npy
./pose_data/CMU/79/79_22_poses.npy,113,293,002291.npy
./pose_data/humanact12/humanact12/P08G01R04F0589T0599A0601.npy,0,-1,002292.npy
./pose_data/CMU/62/62_22_poses.npy,28,228,002293.npy
./pose_data/MPI_HDM05/dg/HDM_dg_03-09_01_120_poses.npy,346,546,002294.npy
./pose_data/HumanEva/S2/Jog_1_poses.npy,117,287,002295.npy
./pose_data/KIT/675/walk_with_handrail_table_beam_left06_poses.npy,0,111,002296.npy
./pose_data/BMLmovi/Subject_50_F_MoSh/Subject_50_F_11_poses.npy,0,181,002297.npy
./pose_data/KIT/167/upstairs08_poses.npy,0,133,002298.npy
./pose_data/MPI_HDM05/mm/HDM_mm_01-03_03_120_poses.npy,26,226,002299.npy
./pose_data/KIT/291/push_recovery_stand_back01_poses.npy,0,121,002300.npy
./pose_data/KIT/291/chicken01_poses.npy,0,66,002301.npy
./pose_data/BMLmovi/Subject_63_F_MoSh/Subject_63_F_2_poses.npy,0,79,002302.npy
./pose_data/CMU/55/55_06_poses.npy,703,903,002303.npy
./pose_data/KIT/9/walking_medium07_poses.npy,0,109,002304.npy
./pose_data/Eyes_Japan_Dataset/hamada/accident-13-damage back-hamada_poses.npy,15,215,002305.npy
./pose_data/CMU/80/80_01_poses.npy,23,223,002306.npy
./pose_data/BMLmovi/Subject_52_F_MoSh/Subject_52_F_14_poses.npy,0,96,002307.npy
./pose_data/CMU/106/106_23_poses.npy,0,86,002308.npy
./pose_data/KIT/969/Trial_29_poses.npy,131,311,002309.npy
./pose_data/EKUT/125/SLPD101_poses.npy,0,129,002310.npy
./pose_data/HumanEva/S3/Gestures_1_poses.npy,146,346,002311.npy
./pose_data/KIT/314/walking_slow10_poses.npy,0,163,002312.npy
./pose_data/humanact12/humanact12/P06G03R04F0826T0861A1103.npy,0,-1,002313.npy
./pose_data/KIT/359/walking_fast10_poses.npy,0,89,002314.npy
./pose_data/BMLmovi/Subject_16_F_MoSh/Subject_16_F_15_poses.npy,0,62,002315.npy
./pose_data/CMU/31/31_09_poses.npy,869,1069,002316.npy
./pose_data/KIT/917/Experiment3b_05_poses.npy,1,201,002317.npy
./pose_data/BMLmovi/Subject_54_F_MoSh/Subject_54_F_4_poses.npy,5,205,002318.npy
./pose_data/KIT/3/wave_left02_poses.npy,0,90,002319.npy
./pose_data/KIT/3/seesaw07_poses.npy,0,141,002320.npy
./pose_data/MPI_HDM05/dg/HDM_dg_01-01_03_120_poses.npy,348,548,002321.npy
./pose_data/Eyes_Japan_Dataset/kawaguchi/pose-17-one leg-kawaguchi_poses.npy,9,209,002322.npy
./pose_data/BMLhandball/S04_Expert/Trial_upper_right_left_227_poses.npy,28,228,002323.npy
./pose_data/CMU/31/31_01_poses.npy,21,221,002324.npy
./pose_data/Eyes_Japan_Dataset/kanno/walk-29-look down-kanno_poses.npy,114,314,002325.npy
./pose_data/KIT/3/squat04_poses.npy,0,109,002326.npy
./pose_data/Eyes_Japan_Dataset/takiguchi/turn-05-turn-takiguchi_poses.npy,300,440,002327.npy
./pose_data/CMU/22_23_justin/22_14_poses.npy,0,118,002328.npy
./pose_data/KIT/3/streching_leg05_poses.npy,0,162,002329.npy
./pose_data/MPI_mosh/50022/stretch_poses_poses.npy,266,466,002330.npy
./pose_data/KIT/12/WalkingStraightBackwards04_poses.npy,0,122,002331.npy
./pose_data/EKUT/234/SLP105_poses.npy,0,73,002332.npy
./pose_data/KIT/572/guitar_left03_poses.npy,0,113,002333.npy
./pose_data/humanact12/humanact12/P07G01R01F0711T0767A0401.npy,0,-1,002334.npy
./pose_data/BMLmovi/Subject_85_F_MoSh/Subject_85_F_7_poses.npy,0,73,002335.npy
./pose_data/BioMotionLab_NTroje/rub098/0025_kicking1_poses.npy,0,86,002336.npy
./pose_data/KIT/3/upstairs_downstairs09_poses.npy,23,221,002337.npy
./pose_data/KIT/3/wave_right08_poses.npy,0,105,002338.npy
./pose_data/KIT/183/walking_medium01_poses.npy,0,112,002339.npy
./pose_data/KIT/12/WalkingStraightForwards05_1_poses.npy,0,71,002340.npy
./pose_data/CMU/105/105_30_poses.npy,380,524,002341.npy
./pose_data/Eyes_Japan_Dataset/hamada/gesture_etc-21-clapping-hamada_poses.npy,28,228,002342.npy
./pose_data/BMLmovi/Subject_28_F_MoSh/Subject_28_F_2_poses.npy,0,48,002343.npy
./pose_data/CMU/137/137_41_poses.npy,107,307,002344.npy
./pose_data/BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npy,218,418,002345.npy
./pose_data/humanact12/humanact12/P08G02R04F0001T0044A0701.npy,0,-1,002346.npy
./pose_data/BMLmovi/Subject_83_F_MoSh/Subject_83_F_12_poses.npy,0,99,002347.npy
./pose_data/CMU/54/54_08_poses.npy,386,586,002348.npy
./pose_data/KIT/987/Experiment3b_06_poses.npy,941,1141,002349.npy
./pose_data/KIT/513/seesaw_down02_poses.npy,0,144,002350.npy
./pose_data/BMLmovi/Subject_77_F_MoSh/Subject_77_F_8_poses.npy,0,75,002351.npy
./pose_data/KIT/378/push_recovery_stand_right04_poses.npy,0,52,002352.npy
./pose_data/humanact12/humanact12/P09G01R03F1447T1545A0102.npy,0,-1,002353.npy
./pose_data/KIT/314/go_over_beam09_poses.npy,0,133,002354.npy
./pose_data/DFaust_67/50025/50025_one_leg_loose_poses.npy,0,82,002355.npy
./pose_data/CMU/135/135_02_poses.npy,4,204,002356.npy
./pose_data/KIT/3/slope_down06_poses.npy,0,92,002357.npy
./pose_data/KIT/572/dance_waltz13_poses.npy,0,200,002358.npy
./pose_data/KIT/572/kick_high_left04_poses.npy,0,116,002359.npy
./pose_data/CMU/55/55_12_poses.npy,23,223,002360.npy
./pose_data/humanact12/humanact12/P05G01R01F2068T2184A0604.npy,0,-1,002361.npy
./pose_data/KIT/291/push_recovery_left01_poses.npy,0,94,002362.npy
./pose_data/humanact12/humanact12/P03G01R02F0115T0163A0602.npy,0,-1,002363.npy
./pose_data/BMLmovi/Subject_68_F_MoSh/Subject_68_F_4_poses.npy,0,81,002364.npy
./pose_data/CMU/09/09_03_poses.npy,0,22,002365.npy
./pose_data/MPI_HDM05/tr/HDM_tr_05-02_03_120_poses.npy,0,185,002366.npy
./pose_data/KIT/7/WalkingStraightBackwards08_poses.npy,0,100,002367.npy
./pose_data/KIT/3/kneel_up_with_right_hand11_poses.npy,0,87,002368.npy
./pose_data/EKUT/125/WCA1_poses.npy,189,361,002369.npy
./pose_data/KIT/952/wipe_back_vertical03_poses.npy,20,220,002370.npy
./pose_data/MPI_HDM05/dg/HDM_dg_06-04_01_120_poses.npy,151,351,002371.npy
./pose_data/BMLmovi/Subject_83_F_MoSh/Subject_83_F_19_poses.npy,0,108,002372.npy
./pose_data/KIT/317/bend_left09_poses.npy,0,88,002373.npy
./pose_data/KIT/969/Trial_45_poses.npy,1,201,002374.npy
./pose_data/CMU/61/61_10_poses.npy,261,399,002375.npy
./pose_data/BMLmovi/Subject_79_F_MoSh/Subject_79_F_16_poses.npy,0,107,002376.npy
./pose_data/KIT/3/kneel_down_with_stool_left_hand01_poses.npy,0,74,002377.npy
./pose_data/BMLmovi/Subject_21_F_MoSh/Subject_21_F_4_poses.npy,0,82,002378.npy
./pose_data/KIT/442/Kopfschulterkniefuss01_poses.npy,0,160,002379.npy
./pose_data/KIT/442/castBox03_poses.npy,21,203,002380.npy
./pose_data/MPI_Limits/03100/rom4_poses.npy,718,918,002381.npy
./pose_data/TotalCapture/s4/rom3_poses.npy,231,431,002382.npy
./pose_data/KIT/9/step_over_gap04_poses.npy,0,114,002383.npy
./pose_data/BMLmovi/Subject_21_F_MoSh/Subject_21_F_18_poses.npy,0,83,002384.npy
./pose_data/humanact12/humanact12/P05G02R04F1341T1380A0901.npy,0,-1,002385.npy
./pose_data/humanact12/humanact12/P04G02R02F0345T0408A0901.npy,0,-1,002386.npy
./pose_data/KIT/969/Trial_27_poses.npy,139,306,002387.npy
./pose_data/BMLmovi/Subject_9_F_MoSh/Subject_9_F_4_poses.npy,0,147,002388.npy
./pose_data/BioMotionLab_NTroje/rub052/0008_normal_walk4_poses.npy,0,88,002389.npy
./pose_data/KIT/317/walking_slow09_poses.npy,0,109,002390.npy
./pose_data/KIT/3/upstairs01_poses.npy,0,155,002391.npy
./pose_data/MPI_HDM05/mm/HDM_mm_06-04_01_120_poses.npy,394,594,002392.npy
./pose_data/KIT/317/run03_poses.npy,0,23,002393.npy
./pose_data/MPI_mosh/50026/light_hopping_loose_poses.npy,0,165,002394.npy
./pose_data/CMU/91/91_15_poses.npy,188,388,002395.npy
./pose_data/CMU/40/40_04_poses.npy,7,207,002396.npy
./pose_data/BMLmovi/Subject_19_F_MoSh/Subject_19_F_17_poses.npy,0,181,002397.npy
./pose_data/CMU/36/36_11_poses.npy,206,406,002398.npy
./pose_data/Eyes_Japan_Dataset/kanno/sitdown_standup-03-chair back-kanno_poses.npy,163,363,002399.npy
./pose_data/Eyes_Japan_Dataset/kaiwa/throw_toss-19-pass to front light-kaiwa_poses.npy,1,201,002400.npy
./pose_data/BMLmovi/Subject_35_F_MoSh/Subject_35_F_4_poses.npy,0,197,002401.npy
./pose_data/MPI_HDM05/bk/HDM_bk_03-05_01_120_poses.npy,537,737,002402.npy
./pose_data/Eyes_Japan_Dataset/takiguchi/walk-05-backward-takiguchi_poses.npy,162,340,002403.npy
./pose_data/KIT/4/WalkInCounterClockwiseCircle07_poses.npy,0,153,002404.npy
./pose_data/KIT/955/wipe_back_dabbing02_poses.npy,17,214,002405.npy
./pose_data/KIT/675/walk_with_handrail_right09_poses.npy,0,68,002406.npy
./pose_data/KIT/675/walk_with_handrail_beam_right07_poses.npy,0,109,002407.npy
./pose_data/CMU/55/55_24_poses.npy,1438,1587,002408.npy
./pose_data/ACCAD/Male2MartialArtsPunches_c3d/E3 -  cross left_poses.npy,0,66,002409.npy
./pose_data/KIT/1487/stirring_in_the_bowl04_poses.npy,0,195,002410.npy
./pose_data/CMU/142/142_06_poses.npy,202,402,002411.npy
./pose_data/Eyes_Japan_Dataset/kaiwa/gesture_etc-23-mobile call-kaiwa_poses.npy,25,225,002412.npy
./pose_data/MPI_mosh/50021/hips_poses.npy,9,209,002413.npy
./pose_data/KIT/675/dry_right_arm_004_poses.npy,5,205,002414.npy
./pose_data/KIT/987/Experiment3a_05_poses.npy,19,219,002415.npy
./pose_data/KIT/3/push_from_behind05_poses.npy,29,229,002416.npy
./pose_data/Eyes_Japan_Dataset/hamada/gesture_etc-31-ok-hamada_poses.npy,4,204,002417.npy
./pose_data/TotalCapture/s1/acting2_poses.npy,386,586,002418.npy
./pose_data/CMU/62/62_06_poses.npy,15,215,002419.npy
./pose_data/MPI_HDM05/bk/HDM_bk_02-02_03_120_poses.npy,228,428,002420.npy
./pose_data/MPI_HDM05/bk/HDM_bk_02-02_03_120_poses.npy,318,518,002421.npy
./pose_data/Eyes_Japan_Dataset/kaiwa/accident-07-damage left arm-kaiwa_poses.npy,269,420,002422.npy
./pose_data/KIT/167/bend_right03_poses.npy,0,112,002423.npy
./pose_data/MPI_Limits/03099/lar4_poses.npy,559,733,002424.npy
./pose_data/CMU/91/91_03_poses.npy,137,311,002425.npy
./pose_data/CMU/41/41_07_poses.npy,766,966,002426.npy
./pose_data/KIT/167/bend_left10_poses.npy,0,119,002427.npy
./pose_data/SSM_synced/20160930_50032/dribble_kick_sync_poses.npy,0,59,002428.npy
./pose_data/BMLmovi/Subject_64_F_MoSh/Subject_64_F_12_poses.npy,0,88,002429.npy
./pose_data/BioMotionLab_NTroje/rub024/0011_normal_jog3_poses.npy,0,45,002430.npy
./pose_data/BioMotionLab_NTroje/rub080/0024_throwing_hard3_poses.npy,0,71,002431.npy
./pose_data/CMU/32/32_07_poses.npy,328,520,002432.npy
./pose_data/BMLmovi/Subject_29_F_MoSh/Subject_29_F_12_poses.npy,0,143,002433.npy
./pose_data/BMLmovi/Subject_24_F_MoSh/Subject_24_F_17_poses.npy,0,131,002434.npy
./pose_data/KIT/359/downstairs04_poses.npy,0,104,002435.npy
./pose_data/humanact12/humanact12/P12G01R04F1167T1229A0602.npy,0,-1,002436.npy
./pose_data/MPI_HDM05/bk/HDM_bk_02-03_01_120_poses.npy,166,322,002437.npy
./pose_data/KIT/425/walking_03_poses.npy,0,117,002438.npy
./pose_data/MPI_Limits/03100/uar1b_poses.npy,10,210,002439.npy
./pose_data/MPI_HDM05/bk/HDM_bk_03-02_03_120_poses.npy,334,534,002440.npy
./pose_data/EKUT/300/PushStandTransPedar_10_poses.npy,0,93,002441.npy
./pose_data/BMLmovi/Subject_74_F_MoSh/Subject_74_F_6_poses.npy,0,79,002442.npy
./pose_data/BMLmovi/Subject_73_F_MoSh/Subject_73_F_10_poses.npy,0,132,002443.npy
./pose_data/BMLmovi/Subject_34_F_MoSh/Subject_34_F_15_poses.npy,0,46,002444.npy
./pose_data/KIT/425/walking_fast05_poses.npy,0,73,002445.npy
./pose_data/Eyes_Japan_Dataset/kudo/gesture_etc-18-eat-kudo_poses.npy,219,419,002446.npy
./pose_data/CMU/64/64_27_poses.npy,0,95,002447.npy
./pose_data/MPI_HDM05/dg/HDM_dg_04-01_02_120_poses.npy,1020,1220,002448.npy
./pose_data/BMLmovi/Subject_8_F_MoSh/Subject_8_F_20_poses.npy,0,51,002449.npy
./pose_data/BMLmovi/Subject_67_F_MoSh/Subject_67_F_12_poses.npy,0,107,002450.npy
./pose_data/humanact12/humanact12/P01G01R03F1215T1263A0106.npy,0,-1,002451.npy
./pose_data/BMLmovi/Subject_11_F_MoSh/Subject_11_F_19_poses.npy,17,217,002452.npy
./pose_data/CMU/79/79_89_poses.npy,4,204,002453.npy
./pose_data/KIT/572/jump_left02_poses.npy,0,105,002454.npy
./pose_data/KIT/205/walking_slow04_poses.npy,0,113,002455.npy
./pose_data/CMU/132/132_03_poses.npy,13,213,002456.npy
./pose_data/Eyes_Japan_Dataset/kanno/sitdown_standup-01-impolite-kanno_poses.npy,19,219,002457.npy
./pose_data/EKUT/265/SLP304_poses.npy,0,105,002458.npy
./pose_data/Eyes_Japan_Dataset/aita/gesture_etc-09-scratch-aita_poses.npy,188,388,002459.npy
./pose_data/BMLmovi/Subject_9_F_MoSh/Subject_9_F_20_poses.npy,25,225,002460.npy
./pose_data/CMU/37/37_01_poses.npy,0,86,002461.npy
./pose_data/Eyes_Japan_Dataset/takiguchi/accident-07-damage left arm-takiguchi_poses.npy,5,205,002462.npy
./pose_data/CMU/91/91_48_poses.npy,0,74,002463.npy
./pose_data/KIT/9/RightTurn02_poses.npy,0,104,002464.npy
./pose_data/MPI_Limits/03101/ulr1b_poses.npy,13,213,002465.npy
./pose_data/KIT/3/seesaw_backwards05_poses.npy,0,149,002466.npy
./pose_data/KIT/442/synchron04_poses.npy,26,226,002467.npy
./pose_data/ACCAD/Male2MartialArtsStances_c3d/D12 - ready to taunt two to ready_poses.npy,0,108,002468.npy
./pose_data/KIT/441/PizzaDelivery04_poses.npy,19,219,002469.npy
./pose_data/TotalCapture/s2/walking1_poses.npy,932,1073,002470.npy
./pose_data/EKUT/125/WSTR4_poses.npy,0,130,002471.npy
./pose_data/Eyes_Japan_Dataset/aita/walk-22-look around-aita_poses.npy,15,215,002472.npy
./pose_data/CMU/64/64_12_poses.npy,0,84,002473.npy
./pose_data/KIT/425/push_from_behind_10_poses.npy,10,210,002474.npy
./pose_data/KIT/1747/displace_from_left_to_right_43_poses.npy,0,111,002475.npy
./pose_data/MPI_HDM05/tr/HDM_tr_03-01_02_120_poses.npy,1066,1266,002476.npy
./pose_data/humanact12/humanact12/P03G01R01F1389T1480A0601.npy,0,-1,002477.npy
./pose_data/EKUT/265/SLP302_poses.npy,0,102,002478.npy
./pose_data/EKUT/265/BEAM03_poses.npy,0,104,002479.npy
./pose_data/CMU/111/111_27_poses.npy,0,200,002480.npy
./pose_data/humanact12/humanact12/P12G01R03F1462T1523A0602.npy,0,-1,002481.npy
./pose_data/CMU/80/80_51_poses.npy,13,213,002482.npy
./pose_data/BioMotionLab_NTroje/rub022/0000_treadmill_norm_poses.npy,22,222,002483.npy
./pose_data/EKUT/300/PushBeam_15_poses.npy,0,79,002484.npy
./pose_data/BioMotionLab_NTroje/rub071/0022_throwing_hard1_poses.npy,0,78,002485.npy
./pose_data/Eyes_Japan_Dataset/shiono/gesture_etc-07-over stretch-shiono_poses.npy,11,211,002486.npy
./pose_data/BMLmovi/Subject_25_F_MoSh/Subject_25_F_11_poses.npy,0,82,002487.npy
./pose_data/CMU/41/41_05_poses.npy,26,226,002488.npy
./pose_data/KIT/675/walk_slow_with_handrail_table_beam_left07_poses.npy,72,272,002489.npy
./pose_data/KIT/314/walking_fast05_poses.npy,0,100,002490.npy
./pose_data/KIT/3/kneel_down_with_stool_left_hand09_poses.npy,0,130,002491.npy
./pose_data/MPI_mosh/50025/hips_poses.npy,133,333,002492.npy
./pose_data/BMLmovi/Subject_17_F_MoSh/Subject_17_F_17_poses.npy,0,53,002493.npy
./pose_data/BMLmovi/Subject_11_F_MoSh/Subject_11_F_4_poses.npy,0,86,002494.npy
./pose_data/KIT/317/turn_left01_poses.npy,0,97,002495.npy
./pose_data/MPI_HDM05/tr/HDM_tr_03-02_04_120_poses.npy,451,610,002496.npy
./pose_data/BMLmovi/Subject_27_F_MoSh/Subject_27_F_1_poses.npy,0,77,002497.npy
./pose_data/KIT/675/walk_with_handrail_right03_poses.npy,0,68,002498.npy
./pose_data/KIT/359/bend_left08_poses.npy,0,91,002499.npy
./pose_data/BMLmovi/Subject_68_F_MoSh/Subject_68_F_15_poses.npy,0,78,002500.npy
./pose_data/TotalCapture/s3/walking1_poses.npy,26,226,002501.npy
./pose_data/humanact12/humanact12/P10G01R02F0477T0619A0505.npy,0,-1,002502.npy
./pose_data/Eyes_Japan_Dataset/aita/gesture_etc-47-big drum-aita_poses.npy,111,311,002503.npy
./pose_data/BMLmovi/Subject_35_F_MoSh/Subject_35_F_8_poses.npy,0,90,002504.npy
./pose_data/CMU/84/84_08_poses.npy,0,56,002505.npy
./pose_data/Eyes_Japan_Dataset/hamada/gesture_etc-43-brush teeth-hamada_poses.npy,104,304,002506.npy
./pose_data/Eyes_Japan_Dataset/hamada/walk-11-baggage on the head-hamada_poses.npy,5,205,002507.npy
./pose_data/Eyes_Japan_Dataset/kaiwa/gesture_etc-45-feel dizzy -kaiwa_poses.npy,6,206,002508.npy
./pose_data/KIT/205/step_over_gap09_poses.npy,0,110,002509.npy
./pose_data/CMU/01/01_01_poses.npy,201,401,002510.npy
./pose_data/SSM_synced/20160330_03333/side_hopping_poses.npy,7,207,002511.npy
./pose_data/KIT/3/kneel_down_with_stool_right_hand07_poses.npy,0,105,002512.npy
./pose_data/humanact12/humanact12/P07G01R03F0052T0097A0502.npy,0,-1,002513.npy
./pose_data/BMLmovi/Subject_89_F_MoSh/Subject_89_F_10_poses.npy,0,69,002514.npy
./pose_data/KIT/572/kick_high_left01_poses.npy,0,103,002515.npy
./pose_data/KIT/3/step_over_gap10_poses.npy,0,114,002516.npy
./pose_data/Eyes_Japan_Dataset/aita/gesture_etc-22-mobile receive-aita_poses.npy,106,306,002517.npy
./pose_data/CMU/91/91_09_poses.npy,195,395,002518.npy
./pose_data/MPI_HDM05/tr/HDM_tr_02-03_02_120_poses.npy,86,286,002519.npy
./pose_data/KIT/6/WalkInClockwiseCircle05_1_poses.npy,0,147,002520.npy
./pose_data/KIT/3/jump_up02_poses.npy,0,88,002521.npy
./pose_data/MPI_HDM05/tr/HDM_tr_03-11_03_120_poses.npy,111,269,002522.npy
./pose_data/KIT/9/RightTurn06_poses.npy,0,84,002523.npy
./pose_data/KIT/424/seesaw_backwards06_poses.npy,26,206,002524.npy
./pose_data/BMLmovi/Subject_6_F_MoSh/Subject_6_F_1_poses.npy,0,89,002525.npy
./pose_data/KIT/513/kick02_poses.npy,0,83,002526.npy
./pose_data/BMLmovi/Subject_44_F_MoSh/Subject_44_F_13_poses.npy,9,209,002527.npy
./pose_data/CMU/79/79_67_poses.npy,9,209,002528.npy
./pose_data/CMU/105/105_30_poses.npy,3,203,002529.npy
./pose_data/KIT/3/slope_up07_poses.npy,0,114,002530.npy
./pose_data/CMU/124/124_10_poses.npy,0,42,002531.npy
./pose_data/MPI_HDM05/mm/HDM_mm_03-02_02_120_poses.npy,312,512,002532.npy
./pose_data/BMLmovi/Subject_81_F_MoSh/Subject_81_F_2_poses.npy,0,54,002533.npy
./pose_data/CMU/122/122_61_poses.npy,0,84,002534.npy
./pose_data/CMU/143/143_19_poses.npy,25,225,002535.npy
./pose_data/CMU/135/135_09_poses.npy,106,306,002536.npy
./pose_data/KIT/572/dance_waltz13_poses.npy,137,337,002537.npy
./pose_data/KIT/572/guitar_right12_poses.npy,0,169,002538.npy
./pose_data/humanact12/humanact12/P04G01R01F1289T1368A0601.npy,0,-1,002539.npy
./pose_data/DFaust_67/50021/50021_hips_poses.npy,0,194,002540.npy
./pose_data/KIT/424/seesaw03_poses.npy,0,147,002541.npy
./pose_data/KIT/1747/displace_from_left_to_right_42_poses.npy,0,117,002542.npy
./pose_data/KIT/11/WalkingStraightForwards08_poses.npy,0,96,002543.npy
./pose_data/KIT/912/912_3_09_poses.npy,90,290,002544.npy
./pose_data/humanact12/humanact12/P05G01R01F1814T1841A0602.npy,0,-1,002545.npy
./pose_data/BMLmovi/Subject_50_F_MoSh/Subject_50_F_6_poses.npy,0,89,002546.npy
./pose_data/BMLmovi/Subject_11_F_MoSh/Subject_11_F_9_poses.npy,0,123,002547.npy
./pose_data/CMU/91/91_60_poses.npy,0,62,002548.npy
./pose_data/KIT/1721/RecoveryStepping_50_60_03_poses.npy,0,80,002549.npy
./pose_data/KIT/424/step_stones03_poses.npy,5,205,002550.npy
./pose_data/KIT/572/punch_right04_poses.npy,0,123,002551.npy
./pose_data/humanact12/humanact12/P03G01R01F0105T0122A0104.npy,0,-1,002552.npy
./pose_data/BMLmovi/Subject_22_F_MoSh/Subject_22_F_1_poses.npy,0,195,002553.npy
./pose_data/CMU/90/90_01_poses.npy,0,132,002554.npy
./pose_data/KIT/348/go_over_beam09_poses.npy,0,84,002555.npy
./pose_data/BMLmovi/Subject_39_F_MoSh/Subject_39_F_17_poses.npy,0,83,002556.npy
./pose_data/KIT/1297/wipe03_poses.npy,102,292,002557.npy
./pose_data/MPI_HDM05/tr/HDM_tr_05-03_04_120_poses.npy,114,314,002558.npy
./pose_data/KIT/3/seesaw02_poses.npy,0,134,002559.npy
./pose_data/KIT/359/upstairs06_poses.npy,0,126,002560.npy
./pose_data/KIT/3/bend_right03_poses.npy,0,131,002561.npy
./pose_data/Eyes_Japan_Dataset/kaiwa/pose-01-normal-kaiwa_poses.npy,18,218,002562.npy
./pose_data/CMU/106/106_16_poses.npy,0,100,002563.npy
./pose_data/Eyes_Japan_Dataset/kaiwa/accident-03-damage head-kaiwa_poses.npy,1,201,002564.npy
./pose_data/CMU/79/79_51_poses.npy,15,215,002565.npy
./pose_data/CMU/80/80_25_poses.npy,9,209,002566.npy
./pose_data/Eyes_Japan_Dataset/kaiwa/gesture_etc-43-brush teeth-kaiwa_poses.npy,17,217,002567.npy
./pose_data/KIT/1346/Experiment3_subject1346_random_01_poses.npy,342,542,002568.npy
./pose_data/KIT/317/bend_left03_poses.npy,0,82,002569.npy
./pose_data/BMLmovi/Subject_39_F_MoSh/Subject_39_F_18_poses.npy,0,118,002570.npy
./pose_data/humanact12/humanact12/P03G01R02F1346T1376A0105.npy,0,-1,002571.npy
./pose_data/Eyes_Japan_Dataset/kanno/accident-11-fall down-kanno_poses.npy,205,405,002572.npy
./pose_data/BMLmovi/Subject_69_F_MoSh/Subject_69_F_4_poses.npy,0,70,002573.npy
./pose_data/KIT/12/WalkingStraightBackwards06_poses.npy,0,118,002574.npy
./pose_data/KIT/4/WalkInCounterClockwiseCircle04_poses.npy,0,170,002575.npy
./pose_data/KIT/167/parkour08_poses.npy,0,176,002576.npy
